
808	14814
812	30231
816	45216
820	36504
824	25155
828	48336
832	54183
835	29617
839	28385
843	49626
847	43349
851	34650
855	61377
859	76179
863	61354
867	50113
871	65847
875	63966
878	36890
882	13279
886	27531
890	34989
894	36955
898	34785
902	24212
906	45482
910	73409
914	70781
917	46852
921	54002
925	69019
929	52708
933	25534
937	52430
941	61375
945	32972
949	35628
953	62009
957	51070
960	17165
964	44812
968	61443
972	38387
976	21806
980	50516
984	42380
988	16763
992	49089
996	57305
1000	26535
1003	37636
1007	77535
1011	73848
1015	30076
1019	36482
1023	53654
1027	27255
1031	30486
1035	57937
1039	39690
1042	20956
1046	81130
1050	95229
1054	51369
1058	56737
1062	103189
1066	89665
1070	28701
1074	41317
1078	52117
1082	44023
1085	110738
1089	135962
1093	67367
1097	91507
1101	192029
1105	166816
1109	4950
1113	196218
1117	274412
1121	107744
1125	301575
1128	792672
1132	1140144
1136	1181499
1140	919030
1144	514759
1148	189801
1152	94417
1156	234013
1160	456206
1164	573942
1167	486408
1171	238548
1175	24344
1179	158901
1183	121159
1187	24742
1191	148590
1195	160758
1199	71006
1203	102874
1207	161425
1210	119736
1214	53764
1218	110475
1222	118925
1226	51101
1230	39990
1234	80181
1238	47439
1242	39057
1246	87935
1250	77755
1253	25847
1257	49854
1261	62839
1265	25660
1269	38891
1273	67346
1277	47090
1281	56857
1285	105315
1289	106157
1292	50629
1296	38936
1300	108857
1304	141856
1308	128560
1312	74774
1316	19502
1320	75526
1324	106048
1328	109959
1332	129137
1335	151766
1339	142614
1343	123531
1347	129890
1351	111239
1355	45796
1359	121156
1363	211122
1367	216608
1371	136773
1375	25872
1378	49931
1382	57036
1386	52531
1390	93007
1394	96426
1398	50012
1402	21647
1406	29992
1410	45997
1414	110043
1417	137180
1421	91505
1425	55465
1429	120369
1433	98832
1437	54426
1441	266999
1445	444728
1449	499026
1453	414816
1457	252561
1460	115539
1464	85032
1468	88466
1472	98659
1476	95510
1480	52093
1484	33198
1488	73175
1492	70802
1496	29999
1500	16884
1503	38184
1507	40507
1511	53344
1515	51142
1519	24680
1523	59011
1527	92344
1531	86059
1535	61776
1539	65678
1542	71133
1546	51291
1550	40925
1554	53002
1558	43010
---
808	10759
812	10960
816	12969
820	12177
824	11034
828	12498
832	11783
835	9735
839	11655
843	12650
847	11011
851	12055
855	13222
859	10739
863	9944
867	11813
871	10801
875	11051
878	13981
882	13437
886	11123
890	11558
894	10276
898	8524
902	12618
906	13938
910	10545
914	11643
917	13780
921	9831
925	8371
929	12409
933	11108
937	10631
941	15043
945	13744
949	7917
953	10844
957	12201
960	7765
964	11508
968	15070
972	11394
976	11124
980	14206
984	9917
988	8147
992	15072
996	16445
1000	17194
1003	19849
1007	15403
1011	8736
1015	16076
1019	15904
1023	6595
1027	15621
1031	19577
1035	10406
1039	14840
1042	22123
1046	13232
1050	11191
1054	22896
1058	16797
1062	13259
1066	29525
1070	26417
1074	8080
1078	26808
1082	29736
1085	9193
1089	32254
1093	43157
1097	19251
1101	32986
1105	56845
1109	32115
1113	37738
1117	89130
1121	70914
1125	52527
1128	209369
1132	338715
1136	367826
1140	287550
1144	151939
1148	43817
1152	110043
1156	223973
1160	311091
1164	311807
1167	212131
1171	64164
1175	62315
1179	95088
1183	49008
1187	25367
1191	61373
1195	41034
1199	15812
1203	51224
1207	44861
1210	7276
1214	33126
1218	36797
1222	7679
1226	28534
1230	39354
1234	18580
1238	18016
1242	34284
1246	20792
1250	10270
1253	31540
1257	25429
1261	6473
1265	29220
1269	31055
1273	8585
1277	18902
1281	27384
1285	8635
1289	25476
1292	50883
