
808	10977
812	11196
816	10823
820	15569
824	15823
828	11177
832	11691
835	12436
839	9862
843	7899
847	11183
851	15022
855	14535
859	14210
863	15027
867	12338
871	8823
875	9046
878	11670
882	14354
886	16190
890	17278
894	18189
898	18012
902	14830
906	12375
910	16372
914	21568
917	20315
921	18154
925	29093
929	31682
933	16846
937	35352
941	82571
945	128311
949	151194
953	138231
957	100269
960	56651
964	13833
968	39653
972	72036
976	88319
980	91432
984	73822
988	37507
992	14556
996	28334
1000	31650
1003	18756
1007	7987
1011	32687
1015	40390
1019	35195
1023	27941
1027	16419
1031	6517
1035	8328
1039	9749
1042	8018
1046	3194
1050	15087
1054	15074
1058	3313
1062	9156
1066	11916
1070	12407
1074	11291
1078	13926
1082	15288
1085	5961
1089	21714
1093	28023
1097	12540
1101	16045
1105	33338
1109	30095
1113	2902
1117	47222
1121	80129
1125	61605
1128	28371
1132	146422
1136	262273
1140	328719
1144	317098
1148	229946
1152	109398
1156	48166
1160	79794
1164	77024
1167	52467
1171	53726
1175	62752
1179	46914
1183	22168
1187	25199
1191	24400
1195	10077
1199	7430
1203	18592
1207	18237
1210	5837
1214	9351
1218	15038
1222	10887
1226	11186
1230	15705
1234	18018
1238	21168
1242	24794
1246	25400
1250	24212
1253	24724
1257	23363
1261	18656
1265	15944
1269	16721
1273	15667
1277	10632
1281	8835
1285	9606
1289	5426
1292	4288
1296	2439
1300	8798
1304	20536
1308	28132
1312	30424
1316	27218
1320	20880
1324	19026
1328	20124
1332	18466
1335	15484
1339	13466
1343	12712
1347	13251
1351	13787
1355	12086
1359	10796
1363	14448
1367	21414
1371	24326
1375	21128
1378	41048
1382	80484
1386	116952
1390	134884
1394	123131
1398	83302
1402	39539
1406	37251
1410	44610
1414	33928
1417	22659
1421	31386
1425	34316
1429	23638
1433	20604
1437	26762
1441	23439
1445	18947
1449	22469
1453	19301
1457	409
1460	31534
1464	57639
1468	63577
1472	50149
1476	33948
1480	27976
1484	24585
1488	18106
1492	17886
1496	26275
1500	28213
1503	21913
1507	17351
1511	17318
1515	15070
1519	11543
1523	11206
1527	12154
1531	10927
1535	10522
1539	11941
1542	11800
1546	10526
1550	9456
1554	9418
1558	12034
---
808	16388
812	15152
816	16353
820	13104
824	9050
828	9972
832	10524
835	9278
839	11395
843	16408
847	14888
851	11434
855	15228
859	13508
863	5927
867	6732
871	11104
875	11085
878	7284
882	14117
886	16919
890	9131
894	10544
898	14274
902	8858
906	1308
910	10383
914	17139
917	11032
921	8076
925	22493
929	21056
933	6663
937	19577
941	56439
945	95425
949	113323
953	99727
957	63723
960	22731
964	21923
968	28626
972	17022
976	50816
980	81813
984	83442
988	58649
992	24477
996	21351
1000	31144
1003	21554
1007	14306
1011	17058
1015	4747
1019	17089
1023	31805
1027	32767
1031	20893
1035	13087
1039	24409
1042	23767
1046	14548
1050	20120
1054	22054
1058	12994
1062	8352
1066	15460
1070	16070
1074	12511
1078	19547
1082	23024
1085	15672
1089	14199
1093	19123
1097	15377
1101	7721
1105	11759
1109	15960
1113	11894
1117	15489
1121	24340
1125	19818
1128	12218
1132	29406
1136	43017
1140	45028
1144	36911
1148	23100
1152	10971
1156	12519
1160	17622
1164	14100
1167	10560
1171	28692
1175	47091
1179	56739
1183	53571
1187	37940
1191	19012
1195	15559
1199	18307
1203	14960
1207	11621
1210	11847
1214	12081
1218	11951
1222	13994
1226	16346
1230	14643
1234	9963
1238	9644
1242	11471
1246	10048
1250	7116
1253	7104
1257	10793
1261	14324
1265	14463
1269	10588
1273	8510
1277	11742
1281	11906
1285	7723
1289	3905
1292	5038
1296	6941
1300	11238
1304	19159
1308	23965
1312	20260
1316	10995
1320	8692
1324	11083
1328	9330
1332	6089
1335	8308
1339	11437
1343	11060
1347	11821
1351	13332
1355	10420
1359	6058
1363	6275
1367	6443
1371	5031
1375	7175
1378	10981
1382	9057
1386	2667
1390	10802
1394	15355
1398	13488
1402	10164
1406	9401
1410	9309
1414	8949
1417	10707
1421	12334
1425	11007
1429	10599
1433	11385
1437	9199
1441	7359
1445	9639
1449	10475
1453	4677
1457	8498
1460	22225
1464	26279
1468	16603
1472	6431
1476	18564
1480	23655
1484	19713
1488	10296
1492	8546
1496	15088
1500	13974
1503	9307
1507	11259
1511	11311
1515	7003
1519	6187
1523	9225
1527	9740
1531	8428
1535	10827
1539	12718
1542	10639
1546	10079
1550	11068
1554	8742
1558	5996
---
808	15939
812	5267
816	11947
820	17776
824	13520
828	5651
832	16518
835	18663
839	7216
843	14744
